team1,team2,venue,team1_avg_elo,team2_avg_elo,team1_avg_form,team2_avg_form,team2_batsmen_avg_elo,team2_batsmen_avg_form,team1_last_5_wins,team2_last_5_wins,team1_vs_team2_matches,team1_vs_team2_wins,team2_vs_team1_wins,head_to_head_wins,head_to_head_losses,team1_won
Kolkata Knight Riders,Delhi Capitals,Narendra Modi Stadium,1689.090909090909,1627.9,0.2010585967104246,0.1961095431063965,1641.0,0.1896824968701375,1.0,3.0,12,5,7,18,15,0
Kings XI Punjab,Royal Challengers Bangalore,Narendra Modi Stadium,1617.6363636363635,1637.1818181818182,0.1944848286683268,0.2095268484736061,1678.5,0.2244805240164135,1.0,4.0,5,3,2,17,16,1
Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,1649.7,1615.909090909091,0.2116170899099783,0.1910796496128585,1643.3333333333333,0.1931109032746512,5.0,3.0,37,17,20,17,20,0
Rajasthan Royals,Sunrisers Hyderabad,Arun Jaitley Stadium,1610.8,1582.8181818181818,0.197945841838415,0.1901713712782472,1565.3333333333333,0.146321635748819,2.0,1.0,20,9,11,16,13,1
Kings XI Punjab,Delhi Capitals,Narendra Modi Stadium,1590.1818181818182,1629.7272727272727,0.1666053013548499,0.1942870209932957,1642.4,0.1869583574685674,2.0,4.0,7,2,5,17,16,0
Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,1638.0,1597.0,0.2089331907903978,0.1842954181983468,1606.0,0.1594052200568601,4.0,3.0,37,17,20,17,20,1
Royal Challengers Bangalore,Kolkata Knight Riders,Sheikh Zayed Stadium,1620.5454545454545,1743.571428571429,0.2007780367139663,0.2286621289406953,1749.0,0.2133443541069144,3.0,1.0,32,14,18,14,20,0
Rajasthan Royals,Kings XI Punjab,Dubai International Cricket Stadium,1583.8181818181818,1563.1818181818182,0.1789444944964798,0.1734412325313582,1580.8,0.1756386417961344,2.0,2.0,7,4,3,16,12,1
Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,1581.0,1625.8,0.2021895375409794,0.2162426444462441,1649.75,0.19693042298204,1.0,4.0,12,5,7,17,18,0
Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,1599.1818181818182,1714.4,0.193554050785942,0.2048271833307779,1687.4,0.1748651277873482,2.0,2.0,34,23,11,23,11,0
Royal Challengers Bangalore,Chennai Super Kings,Sharjah Cricket Stadium,1628.9,1638.0,0.2150303718632745,0.2089331907903978,1643.6,0.2064471859739781,2.0,4.0,30,10,20,11,21,0
Delhi Capitals,Rajasthan Royals,Sheikh Zayed Stadium,1618.5454545454545,1570.8181818181818,0.2088068720508651,0.1652918263749763,1602.8,0.1668625702226249,4.0,3.0,11,7,4,14,15,1
Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,1602.3636363636365,1581.0,0.2015568916712599,0.2021895375409794,1553.5,0.1568535494409755,2.0,1.0,7,2,5,14,19,1
Kolkata Knight Riders,Chennai Super Kings,Sheikh Zayed Stadium,1701.2727272727273,1635.2727272727273,0.2004208457844726,0.1991154463741108,1643.6,0.2064471859739781,3.0,4.0,29,10,19,10,19,0
Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,1637.909090909091,1606.7272727272727,0.1931227513270541,0.1963484917150287,1631.0,0.1942771979661867,1.0,2.0,32,14,18,14,19,1
Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,1593.0,1618.3,0.1843957128598481,0.2076886760654942,1626.2,0.1637368665533525,3.0,0.0,20,9,11,16,13,0
Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,1622.0,1671.0,0.2098532199568802,0.197577489826255,1667.8333333333333,0.1717805182096934,4.0,3.0,12,7,5,15,18,0
Kings XI Punjab,Mumbai Indians,Sheikh Zayed Stadium,1609.909090909091,1627.1818181818182,0.1982191500007419,0.1977420464222728,1615.0,0.1752737441767637,2.0,2.0,6,3,3,15,17,0
Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,1583.8181818181818,1632.6363636363635,0.1789444944964798,0.1882998605991395,1660.75,0.1969305420583985,2.0,2.0,29,12,15,14,15,0
Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,1610.4545454545455,1638.0,0.1964980120237611,0.2089331907903978,1643.6,0.2064471859739781,1.0,4.0,21,6,15,10,21,0
Kolkata Knight Riders,Kings XI Punjab,Dubai International Cricket Stadium,1666.2727272727273,1582.1818181818182,0.1815119566452089,0.1830681419729981,1566.1666666666667,0.1638892839238951,3.0,2.0,6,3,3,21,12,0
Chennai Super Kings,Rajasthan Royals,Sheikh Zayed Stadium,1626.4,1593.9,0.199403737759509,0.1743453594666238,1624.25,0.1907340225183793,4.0,2.0,29,16,13,16,13,0
Mumbai Indians,Delhi Capitals,Sharjah Cricket Stadium,1630.4545454545455,1629.090909090909,0.1918147561035274,0.2144701387620982,1658.0,0.1861237457852866,2.0,4.0,13,8,5,19,16,0
Royal Challengers Bangalore,Kings XI Punjab,Sharjah Cricket Stadium,1632.6363636363635,1592.4545454545455,0.1882998605991395,0.1856511517586754,1561.0,0.1651831384094646,2.0,2.0,5,2,3,16,17,1
Sunrisers Hyderabad,Kolkata Knight Riders,Dubai International Cricket Stadium,1608.0,1682.3636363636365,0.1941068932079012,0.1949535932720908,1667.8333333333333,0.1717805182096934,1.0,3.0,28,9,19,11,26,0
Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,1627.1818181818182,1618.6363636363635,0.2072114751422344,0.2012109197697541,1638.8333333333333,0.1618151776326558,4.0,4.0,12,7,5,19,11,0
Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,1589.2727272727273,1619.6,0.1766681511851709,0.1955614277191868,1599.3333333333333,0.1899080678601283,2.0,1.0,29,14,15,14,15,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Sheikh Zayed Stadium,1608.0,1632.6363636363635,0.1941068932079012,0.1882998605991395,1660.75,0.1969305420583985,1.0,3.0,22,12,10,19,16,1
Chennai Super Kings,Kings XI Punjab,Dubai International Cricket Stadium,1627.1818181818182,1594.8181818181818,0.2072114751422344,0.1839095365233416,1545.4,0.1530496317197792,3.0,2.0,7,2,5,16,14,0
Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,1692.0,1580.909090909091,0.1972859288965963,0.1803662919571428,1596.0,0.177150419602189,3.0,1.0,28,14,14,14,14,1
Mumbai Indians,Sunrisers Hyderabad,Sheikh Zayed Stadium,1615.3636363636365,1598.8181818181818,0.1970346158178798,0.186142497709103,1608.0,0.1446601989828651,2.0,2.0,23,13,10,19,14,1
Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,1618.6363636363635,1630.2,0.2012109197697541,0.1973488671035794,1660.75,0.1969305420583985,4.0,3.0,9,5,4,11,19,0
Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,1618.1818181818182,1627.1818181818182,0.2099105156234098,0.2072114751422344,1619.8,0.2026594115480187,3.0,2.0,12,5,7,11,19,0
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,1632.6363636363635,1692.0,0.1882998605991395,0.1972859288965963,1667.8333333333333,0.1717805182096934,4.0,3.0,32,14,18,14,20,0
Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,1632.6363636363635,1692.0,0.2104895843076103,0.1972859288965963,1667.8333333333333,0.1717805182096934,2.0,4.0,12,7,5,15,18,0
Chennai Super Kings,Kolkata Knight Riders,Dubai International Cricket Stadium,1637.0,1692.0,0.216592992946258,0.1972859288965963,1667.8333333333333,0.1717805182096934,2.0,4.0,29,19,10,19,10,1
Chennai Super Kings,Kolkata Knight Riders,Wankhede Stadium,1609.3636363636365,1673.8181818181818,0.2157152343068604,0.1873520646338247,1639.3333333333333,0.1497830149864838,2.0,4.0,29,19,10,19,10,0
Mumbai Indians,Delhi Capitals,Brabourne Stadium,1521.7272727272727,1600.4545454545455,0.1912869878912128,0.1596154439166136,1589.8,0.1271117351309444,3.0,2.0,13,8,5,19,16,0
Royal Challengers Bangalore,Kings XI Punjab,Dr DY Patil Sports Academy,1601.2,1540.2727272727273,0.1946161814426816,0.1609254956715604,1525.0,0.1190041100764958,3.0,3.0,5,2,3,16,17,0
Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,1620.6363636363635,1661.909090909091,0.1864137189643968,0.1747743125039113,1653.2,0.1363205843676189,0.0,0.0,5,1,4,1,4,0
Rajasthan Royals,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,1662.2727272727273,1599.090909090909,0.2120433263382189,0.1808568326479034,1615.0,0.1692044261859681,1.0,2.0,20,9,11,16,13,1
Kolkata Knight Riders,Royal Challengers Bangalore,Dr DY Patil Sports Academy,1667.909090909091,1602.7272727272727,0.1877479416162027,0.1850803114680389,1605.25,0.1833606435554311,4.0,2.0,32,18,14,20,14,0
Chennai Super Kings,Lucknow Super Giants,Brabourne Stadium,1595.7272727272727,1611.3636363636365,0.1996119824588316,0.1907049421301623,1615.5,0.1682991369946588,2.0,0.0,5,1,3,1,3,0
Kings XI Punjab,Kolkata Knight Riders,Wankhede Stadium,1537.7272727272727,1682.0,0.1653641678715512,0.2006882152801606,1665.0,0.1654896179837806,3.0,3.0,6,3,3,12,21,0
Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,1653.4545454545455,1521.7272727272727,0.2025872915700044,0.1912869878912128,1523.8,0.1792575096907376,2.0,3.0,29,14,15,14,15,1
Gujarat Titans,Delhi Capitals,Maharashtra Cricket Association Stadium,1661.909090909091,1605.909090909091,0.1747743125039113,0.17272630493594,1589.8,0.1271117351309444,1.0,2.0,5,2,3,3,6,1
Kings XI Punjab,Chennai Super Kings,Brabourne Stadium,1547.1818181818182,1593.909090909091,0.1784798056183572,0.1972372287025283,1611.6,0.1898848816420575,3.0,2.0,7,5,2,14,16,1
Lucknow Super Giants,Sunrisers Hyderabad,Dr DY Patil Sports Academy,1612.6363636363635,1599.090909090909,0.1966508477611674,0.1808568326479034,1615.0,0.1692044261859681,1.0,1.0,4,3,1,3,1,1
Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,1659.4,1602.7272727272727,0.2099885432382815,0.1850803114680389,1605.25,0.1833606435554311,3.0,2.0,29,12,15,14,15,0
Mumbai Indians,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1529.3636363636365,1680.0,0.1981009561640372,0.1969801685426507,1665.0,0.1654896179837806,2.0,3.0,34,23,11,23,11,0
Delhi Capitals,Lucknow Super Giants,Dr DY Patil Sports Academy,1604.090909090909,1615.4545454545455,0.1973873051702282,0.196450326869918,1628.2,0.1702922327362676,1.0,2.0,5,2,3,2,3,0
Kings XI Punjab,Gujarat Titans,Brabourne Stadium,1551.7272727272727,1648.0,0.1855309084305594,0.1994069976773553,1659.75,0.1883995383496776,3.0,2.0,5,2,3,4,5,0
Chennai Super Kings,Sunrisers Hyderabad,Dr DY Patil Sports Academy,1607.090909090909,1609.7,0.1958753514557304,0.2022505345233959,1631.6,0.1861270371018758,2.0,1.0,21,15,6,21,10,0
Mumbai Indians,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,1558.0,1603.0,0.190674818685775,0.1900755768866659,1605.25,0.1833606435554311,2.0,3.0,32,18,14,19,14,0
Delhi Capitals,Kolkata Knight Riders,Brabourne Stadium,1614.9,1680.0,0.2059958855416513,0.1969801685426507,1665.0,0.1654896179837806,1.0,3.0,12,7,5,15,18,1
Rajasthan Royals,Lucknow Super Giants,Wankhede Stadium,1635.909090909091,1622.6363636363635,0.1894387323201427,0.1846352479143488,1626.75,0.1700204508017798,2.0,3.0,5,4,1,4,1,1
Gujarat Titans,Sunrisers Hyderabad,Dr DY Patil Sports Academy,1645.7272727272727,1609.7,0.191359153026194,0.2022505345233959,1631.6,0.1861270371018758,3.0,2.0,4,3,1,3,6,0
Chennai Super Kings,Royal Challengers Bangalore,Dr DY Patil Sports Academy,1606.2,1610.8181818181818,0.2002991314948586,0.1791482041324951,1587.4,0.1635872802764437,1.0,3.0,30,20,10,21,11,1
Kings XI Punjab,Mumbai Indians,Maharashtra Cricket Association Stadium,1551.7272727272727,1533.909090909091,0.1855309084305594,0.1967381805880566,1540.6,0.1942482398909513,3.0,1.0,6,3,3,15,17,1
Gujarat Titans,Rajasthan Royals,Dr DY Patil Sports Academy,1668.1818181818182,1630.090909090909,0.1774112794238423,0.1779241107855901,1632.6666666666667,0.1529724646269909,3.0,3.0,6,5,1,5,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,Brabourne Stadium,1661.4545454545455,1612.090909090909,0.183351633853301,0.2027448608666744,1616.3333333333333,0.1891626089922996,3.0,2.0,28,19,9,26,11,0
Lucknow Super Giants,Mumbai Indians,Brabourne Stadium,1624.6,1533.8181818181818,0.1924912634415788,0.1880747631670937,1540.6,0.1942482398909513,3.0,0.0,6,5,1,5,1,1
Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,1608.3636363636365,1602.3636363636365,0.1877202192404922,0.2011901758272217,1608.25,0.1988820441939738,3.0,2.0,9,4,5,19,11,1
Kings XI Punjab,Sunrisers Hyderabad,Dr DY Patil Sports Academy,1559.2727272727273,1619.3,0.185149482800909,0.2025853001089,1631.6,0.1861270371018758,3.0,3.0,7,2,5,14,19,0
Chennai Super Kings,Gujarat Titans,Maharashtra Cricket Association Stadium,1612.8,1676.2727272727273,0.1976277127029227,0.1865708488331958,1658.0,0.1501302265520648,1.0,4.0,7,3,4,3,4,0
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,1654.2727272727273,1673.5454545454545,0.2009169875372035,0.1962442992027084,1636.8,0.1516601601332569,3.0,2.0,28,14,14,14,14,1
Royal Challengers Bangalore,Lucknow Super Giants,Dr DY Patil Sports Academy,1608.3636363636365,1619.8181818181818,0.1877202192404922,0.1848357688055983,1611.8,0.1676830922987468,4.0,4.0,4,3,1,3,2,1
Kings XI Punjab,Delhi Capitals,Brabourne Stadium,1557.0,1601.7777777777778,0.189986466108176,0.2011398946387673,1566.6666666666667,0.1819427910360961,2.0,2.0,7,2,5,17,16,0
Mumbai Indians,Chennai Super Kings,Dr DY Patil Sports Academy,1570.2727272727273,1594.090909090909,0.1953239134979303,0.202267924152605,1611.6,0.1898848816420575,0.0,1.0,37,20,17,20,17,0
Rajasthan Royals,Delhi Capitals,Wankhede Stadium,1655.3,1610.090909090909,0.2079304653491457,0.1971525798797651,1599.0,0.1808495400073596,3.0,2.0,11,4,7,15,14,1
Gujarat Titans,Kolkata Knight Riders,Dr DY Patil Sports Academy,1676.3636363636365,1686.090909090909,0.1913684118322755,0.1998850772303625,1674.0,0.1637227142742248,4.0,2.0,3,2,1,5,2,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Brabourne Stadium,1608.3636363636365,1619.875,0.1877202192404922,0.2055890065155521,1641.3333333333333,0.1831647455149319,4.0,4.0,22,10,12,16,19,0
Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,1622.909090909091,1570.2727272727273,0.1837220646969617,0.1953239134979303,1540.6,0.1942482398909513,3.0,0.0,6,5,1,5,1,1
Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,1560.1,1594.090909090909,0.2032484065115774,0.202267924152605,1611.6,0.1898848816420575,2.0,2.0,7,5,2,14,16,1
Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,1641.090909090909,1620.3636363636365,0.1990737317067211,0.2016183342165729,1613.8,0.1941631332238212,3.0,3.0,29,12,15,14,15,1
Sunrisers Hyderabad,Gujarat Titans,Wankhede Stadium,1603.3636363636365,1676.3636363636365,0.2024405285162162,0.1913684118322755,1669.5,0.1627308021617864,5.0,4.0,4,1,3,6,3,0
Kolkata Knight Riders,Delhi Capitals,Wankhede Stadium,1659.090909090909,1590.5454545454545,0.1868710169237377,0.1988978315818415,1608.25,0.1988820441939738,1.0,2.0,12,5,7,18,15,0
Lucknow Super Giants,Kings XI Punjab,Maharashtra Cricket Association Stadium,1628.090909090909,1553.3636363636365,0.1915709351474128,0.195161628992861,1554.4,0.1685276194370474,3.0,2.0,4,3,1,3,1,1
Royal Challengers Bangalore,Gujarat Titans,Brabourne Stadium,1622.4545454545455,1657.090909090909,0.2028431333983405,0.2063152789106582,1665.75,0.205661591080235,2.0,4.0,3,1,2,6,4,0
Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,1641.090909090909,1580.0,0.1990737317067211,0.1947875372697086,1560.2,0.2004568879849588,4.0,0.0,29,14,15,14,15,0
Lucknow Super Giants,Delhi Capitals,Wankhede Stadium,1631.1,1590.5454545454545,0.1910456159417042,0.1988978315818415,1608.25,0.1988820441939738,3.0,3.0,5,3,2,3,2,1
Chennai Super Kings,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,1595.111111111111,1603.3636363636365,0.2224267238464428,0.2024405285162162,1616.3333333333333,0.1891626089922996,2.0,4.0,21,15,6,21,10,1
Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,1649.4545454545455,1626.9,0.1973401452975168,0.1729751944132981,1613.4,0.1361650820537408,3.0,0.0,28,14,14,14,14,0
Gujarat Titans,Kings XI Punjab,Dr DY Patil Sports Academy,1657.090909090909,1571.111111111111,0.2063152789106582,0.2110942441751833,1608.3333333333333,0.1985694586134716,5.0,2.0,5,3,2,5,4,0
Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,1622.4545454545455,1595.4545454545455,0.2028431333983405,0.2056077837452613,1623.8,0.223611327857188,2.0,3.0,30,10,20,11,21,1
Delhi Capitals,Sunrisers Hyderabad,Brabourne Stadium,1594.4444444444443,1584.6363636363635,0.2010149149313602,0.1814712859135658,1616.3333333333333,0.1891626089922996,2.0,3.0,12,7,5,18,17,1
Mumbai Indians,Gujarat Titans,Brabourne Stadium,1572.4545454545455,1657.090909090909,0.2002045676496669,0.2063152789106582,1665.75,0.205661591080235,1.0,4.0,5,2,3,4,5,1
Kings XI Punjab,Rajasthan Royals,Wankhede Stadium,1553.3636363636365,1647.7272727272727,0.195161628992861,0.2058769436362896,1654.3333333333333,0.1831091853732602,2.0,3.0,7,3,4,12,16,0
Lucknow Super Giants,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1628.090909090909,1647.6363636363635,0.1915709351474128,0.1793800007056256,1613.4,0.1361650820537408,4.0,1.0,5,3,2,3,2,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,1622.4545454545455,1590.3636363636365,0.2028431333983405,0.190442111585265,1616.3333333333333,0.1891626089922996,2.0,2.0,22,10,12,16,19,1
Chennai Super Kings,Delhi Capitals,Dr DY Patil Sports Academy,1601.1818181818182,1594.8181818181818,0.2134592568889181,0.1934944716184451,1587.6,0.1641821761081125,2.0,3.0,12,7,5,19,11,1
Kolkata Knight Riders,Mumbai Indians,Dr DY Patil Sports Academy,1674.909090909091,1572.1818181818182,0.1931968717661286,0.1942662615430276,1559.6,0.1873926145503525,1.0,2.0,34,11,23,11,23,1
Gujarat Titans,Lucknow Super Giants,Maharashtra Cricket Association Stadium,1671.0,1617.909090909091,0.1888196042982039,0.1707172166556782,1606.2,0.1360163606414239,3.0,4.0,5,4,1,4,1,1
Rajasthan Royals,Delhi Capitals,Dr DY Patil Sports Academy,1629.0,1587.2222222222222,0.1959594603404164,0.2177193981374152,1603.3333333333333,0.2257206875578616,3.0,2.0,11,4,7,15,14,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,1601.1818181818182,1582.5454545454545,0.2134592568889181,0.1976269909759953,1571.8333333333333,0.1967831513687663,3.0,2.0,37,17,20,17,20,0
Kings XI Punjab,Royal Challengers Bangalore,Brabourne Stadium,1553.0,1622.4545454545455,0.1879145730288564,0.2028431333983405,1618.4,0.1968576914237099,2.0,2.0,5,3,2,17,16,1
Kolkata Knight Riders,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,1679.3636363636365,1603.3636363636365,0.1959640822451332,0.2024405285162162,1616.3333333333333,0.1891626089922996,2.0,1.0,28,19,9,26,11,1
Chennai Super Kings,Gujarat Titans,Wankhede Stadium,1576.0,1673.6,0.2225346549560061,0.1963203944030148,1676.25,0.1499557520212364,2.0,3.0,7,3,4,3,4,0
Rajasthan Royals,Lucknow Super Giants,Brabourne Stadium,1643.5454545454545,1628.090909090909,0.2066879202606681,0.1915709351474128,1626.75,0.1700204508017798,2.0,4.0,5,4,1,4,1,1
Delhi Capitals,Kings XI Punjab,Dr DY Patil Sports Academy,1592.909090909091,1553.0,0.196453627312885,0.1879145730288564,1554.4,0.1685276194370474,3.0,3.0,7,5,2,16,17,1
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,1598.4545454545455,1570.6363636363635,0.185869251763834,0.1897378458979839,1571.8333333333333,0.1967831513687663,0.0,3.0,23,10,13,14,19,1
Lucknow Super Giants,Kolkata Knight Riders,Dr DY Patil Sports Academy,1635.125,1670.3636363636365,0.2149871917959944,0.1804675308391319,1643.8333333333333,0.1364355952285207,3.0,3.0,5,3,2,3,2,1
Gujarat Titans,Royal Challengers Bangalore,Wankhede Stadium,1673.6363636363635,1613.9,0.1942191660523439,0.1965745773207362,1609.75,0.178591060893051,3.0,2.0,3,2,1,4,6,0
Chennai Super Kings,Rajasthan Royals,Brabourne Stadium,1576.8181818181818,1652.5454545454545,0.2209111033048998,0.2094537858759763,1654.3333333333333,0.1831091853732602,2.0,2.0,29,16,13,16,13,0
Delhi Capitals,Mumbai Indians,Wankhede Stadium,1600.0,1560.5454545454545,0.2010705461181029,0.1917849681614127,1536.8333333333333,0.1813269005711559,3.0,3.0,13,5,8,16,19,0
Sunrisers Hyderabad,Kings XI Punjab,Wankhede Stadium,1596.1818181818182,1544.090909090909,0.1730654064512272,0.1771147396126048,1539.0,0.1487470052627171,1.0,2.0,7,5,2,19,14,0
Rajasthan Royals,Gujarat Titans,Eden Gardens,1652.5454545454545,1673.6,0.2094537858759763,0.1963203944030148,1676.25,0.1499557520212364,3.0,2.0,6,1,5,1,5,0
Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,1622.4545454545455,1632.5454545454545,0.2028431333983405,0.185405698969102,1627.4,0.1732861802313579,3.0,3.0,4,3,1,3,2,1
Royal Challengers Bangalore,Rajasthan Royals,Narendra Modi Stadium,1622.4545454545455,1658.4,0.2028431333983405,0.2175416869748506,1666.4,0.1940160674704655,4.0,3.0,29,15,12,15,14,0
Rajasthan Royals,Gujarat Titans,Narendra Modi Stadium,1652.5454545454545,1676.5,0.2094537858759763,0.2022599123325688,1676.25,0.1499557520212364,3.0,3.0,6,1,5,1,5,0
Chennai Super Kings,Gujarat Titans,Narendra Modi Stadium,1618.4166666666667,1665.3636363636365,0.2079919521829361,0.1981406897939465,1662.5,0.1841657351852111,1.0,4.0,7,3,4,3,4,0
Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association Stadium,1560.4166666666667,1656.5,0.1660656949690466,0.1907216854486266,1633.8,0.1553982402753668,3.0,3.0,6,3,3,12,21,1
Lucknow Super Giants,Delhi Capitals,Ekana Cricket Stadium,1614.4166666666667,1577.8333333333333,0.2001850323735124,0.1862158267238437,1556.0,0.1494986018081151,2.0,3.0,5,3,2,3,2,1
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1620.3333333333333,1554.25,0.1902351947214281,0.1590040699431461,1571.6,0.134241441501982,3.0,1.0,20,9,11,16,13,1
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,1564.0,1602.9,0.1923322700087146,0.1980549684337711,1633.3333333333333,0.2054658751374223,3.0,3.0,32,18,14,19,14,0
Chennai Super Kings,Lucknow Super Giants,MA Chidambaram Stadium,1618.4166666666667,1614.4166666666667,0.2079919521829361,0.2030386005693839,1605.4,0.1837989547954673,1.0,2.0,5,1,3,1,3,1
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,1581.3333333333333,1663.5454545454545,0.1945360352429809,0.2046770211069628,1655.0,0.1844748576868237,2.0,4.0,5,3,2,6,3,0
Kings XI Punjab,Rajasthan Royals,Barsapara Cricket Stadium,1559.8181818181818,1626.9166666666667,0.1663054330031176,0.2014450472146139,1645.571428571429,0.1761676203082559,3.0,3.0,7,3,4,12,16,1
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1659.4166666666667,1608.8333333333333,0.1933001915429222,0.1826624902706137,1605.25,0.1833606435554311,2.0,3.0,32,18,14,20,14,1
Sunrisers Hyderabad,Lucknow Super Giants,Ekana Cricket Stadium,1542.9166666666667,1626.7272727272727,0.157482100407936,0.1918684443934527,1613.75,0.2026784878828859,1.0,2.0,4,1,3,1,3,0
Rajasthan Royals,Delhi Capitals,Barsapara Cricket Stadium,1619.8333333333333,1590.25,0.2083181387102633,0.1988703400631417,1561.0,0.1767358697783656,2.0,2.0,11,4,7,15,14,1
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1584.0,1616.2727272727273,0.1918936533736919,0.2063240314472795,1632.0,0.2203763422819884,2.0,1.0,37,20,17,20,17,0
Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,1664.4545454545455,1661.1666666666667,0.2008933474171016,0.194485031371608,1616.8,0.1531107174903007,4.0,3.0,3,2,1,5,2,0
Kings XI Punjab,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1547.0,1572.8,0.149050301171389,0.1839812468646314,1549.25,0.1383386553085115,4.0,1.0,7,2,5,14,19,0
Royal Challengers Bangalore,Lucknow Super Giants,M Chinnaswamy Stadium,1620.2,1623.9166666666667,0.1991975613763268,0.2076765517095241,1605.4,0.1837989547954673,3.0,3.0,4,3,1,3,2,0
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1589.1666666666667,1582.6363636363635,0.1874537103012842,0.1916711687115201,1560.2,0.2004568879849588,1.0,2.0,13,5,8,16,19,0
Rajasthan Royals,Chennai Super Kings,MA Chidambaram Stadium,1626.3333333333333,1609.1666666666667,0.2151697854330364,0.1916276368630437,1618.3333333333333,0.2133722417322917,3.0,2.0,29,13,16,13,16,1
Kings XI Punjab,Gujarat Titans,Punjab Cricket Association Stadium,1550.9166666666667,1665.3636363636365,0.1727354356826841,0.2098113558536236,1665.75,0.205661591080235,3.0,4.0,5,2,3,4,5,0
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,1591.5833333333333,1661.1666666666667,0.1917028224581794,0.194485031371608,1616.8,0.1531107174903007,2.0,3.0,28,9,19,11,26,1
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,1593.8333333333333,1566.4166666666667,0.1961697300648042,0.1738910274932245,1550.1666666666667,0.1471332273083168,2.0,0.0,9,4,5,19,11,1
Lucknow Super Giants,Kings XI Punjab,Ekana Cricket Stadium,1604.5,1534.4166666666667,0.1949986074241276,0.1606469860962595,1498.1666666666667,0.1199150894355501,3.0,3.0,4,3,1,3,1,0
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,1661.1666666666667,1563.5833333333333,0.194485031371608,0.1937918691777992,1544.8333333333333,0.1913573890500518,2.0,2.0,34,11,23,11,23,0
Gujarat Titans,Rajasthan Royals,Narendra Modi Stadium,1660.5833333333333,1634.4166666666667,0.2009278843664778,0.2074403754371497,1645.571428571429,0.1761676203082559,4.0,3.0,6,5,1,5,1,0
Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,1620.1666666666667,1593.4166666666667,0.2100157816545395,0.1934571365940572,1591.0,0.1597716141465395,2.0,2.0,30,20,10,21,11,1
