team1,team2,venue,team1_avg_elo,team2_avg_elo,team1_avg_form,team2_avg_form,team2_batsmen_avg_elo,team2_batsmen_avg_form,team1_last_5_wins,team2_last_5_wins,team1_vs_team2_matches,team1_vs_team2_wins,team2_vs_team1_wins,head_to_head_wins,head_to_head_losses,team1_won
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association Stadium,1586.1,1606.3636363636365,0.1868521859838504,0.1738084916415575,1607.25,0.1677219051067028,3.0,2.0,26,12,14,15,17,0
Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,1557.090909090909,1533.2727272727273,0.1649939256920973,0.178018861803919,1549.6,0.1471902648010282,2.0,0.0,4,1,3,4,6,0
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1575.2727272727273,1621.4545454545455,0.164506030159461,0.1867290065188697,1591.6,0.1617356986885368,4.0,3.0,22,11,11,16,19,1
Chennai Super Kings,Kings XI Punjab,MA Chidambaram Stadium,1593.0,1635.2727272727273,0.1866965473276059,0.2045210463842989,1648.0,0.174343172203729,3.0,2.0,23,14,9,16,14,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1609.7777777777778,1605.1818181818182,0.1696721613889388,0.2094101202754273,1614.8333333333333,0.1867957835202594,4.0,3.0,32,18,14,20,14,1
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,1575.2727272727273,1560.6666666666667,0.164506030159461,0.1915673462988584,1568.0,0.1602099583574972,4.0,2.0,18,7,11,14,15,1
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,1573.5454545454545,1632.0,0.1622749680935004,0.1879546241846115,1597.4,0.1506281413693128,2.0,1.0,10,6,4,19,14,1
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,1638.5,1602.1818181818182,0.2178722801233064,0.1647620500551289,1543.5,0.1334939962930239,3.0,4.0,29,19,10,19,10,0
Sunrisers Hyderabad,Pune Warriors,Barabati Stadium,1572.3636363636365,1557.3636363636365,0.1784717096495829,0.1751927311025008,1549.6,0.1471902648010282,1.0,1.0,4,3,1,6,4,1
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,1556.3636363636365,1570.1818181818182,0.1602483666233405,0.1662594885585546,1554.8333333333333,0.1339203533386093,2.0,4.0,18,11,7,15,14,0
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1592.6363636363635,1554.6363636363635,0.1912722174657686,0.1729452640957113,1517.3333333333333,0.1237416539052415,3.0,2.0,26,12,14,16,17,0
Pune Warriors,Mumbai Indians,Maharashtra Cricket Association Stadium,1631.909090909091,1547.6363636363635,0.1928824002603993,0.1831436397718595,1549.0,0.1444044164296316,1.0,2.0,6,1,5,5,7,0
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,1624.8181818181818,1558.090909090909,0.2037646721493201,0.172116279922859,1536.2,0.1442634819540182,2.0,2.0,10,6,4,21,10,1
Kolkata Knight Riders,Pune Warriors,Eden Gardens,1598.909090909091,1534.090909090909,0.1659011930529406,0.1733366231037797,1549.6,0.1471902648010282,4.0,1.0,5,4,1,7,2,1
Kings XI Punjab,Rajasthan Royals,Punjab Cricket Association Stadium,1582.2,1558.7272727272727,0.162872416554947,0.176894489819937,1524.8333333333333,0.130981901066322,3.0,1.0,21,9,12,12,16,0
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1624.8181818181818,1633.5454545454545,0.2037646721493201,0.1988980863977066,1600.8,0.1747037582381222,3.0,3.0,37,20,17,20,17,1
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1559.7777777777778,1600.2727272727273,0.1992101581194305,0.1876240013464004,1631.8,0.199802486847691,3.0,2.0,11,5,6,16,19,1
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,1582.909090909091,1591.3,0.1712467808848291,0.1712317475549115,1543.5,0.1334939962930239,4.0,5.0,21,8,13,15,18,0
Pune Warriors,Rajasthan Royals,Maharashtra Cricket Association Stadium,1548.7272727272727,1575.0,0.1738308910507197,0.1625057048480735,1551.5,0.1331110303748171,0.0,1.0,5,1,4,1,4,0
Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,1576.1818181818182,1545.8181818181818,0.1713983433450381,0.1574376562883474,1532.428571428571,0.1262232088521633,2.0,3.0,10,3,7,19,14,0
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,1643.1818181818182,1626.875,0.1983456688827242,0.2275196665222358,1661.0,0.2062678740065911,4.0,3.0,32,18,14,19,14,0
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,1556.2727272727273,1625.0,0.1557262368994085,0.1954403453849533,1598.6666666666667,0.1875504529679982,1.0,4.0,11,4,7,17,18,0
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,1575.7272727272727,1604.2727272727273,0.153483868891203,0.2029643292011875,1610.2,0.1668593463706578,2.0,2.0,29,13,16,13,16,0
Pune Warriors,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,1620.8,1509.1818181818182,0.2175110725558728,0.1520697874258,1554.6,0.1338193550515697,0.0,3.0,5,0,5,2,7,0
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1645.4444444444443,1602.8,0.2121382044781704,0.1608451304393048,1536.5,0.1173376966788341,5.0,3.0,34,11,23,11,23,0
Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,1569.1818181818182,1643.3333333333333,0.1784028022451567,0.2145866634521422,1640.6666666666667,0.1936259219929082,2.0,4.0,18,12,6,19,11,1
Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,1599.111111111111,1547.1818181818182,0.18469015226815,0.1677873590322014,1541.8,0.1280987395366696,2.0,0.0,5,4,1,4,1,1
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association Stadium,1570.8181818181818,1568.0,0.1505334116064551,0.1735349319424182,1541.8333333333333,0.1248227116242043,3.0,1.0,10,7,3,14,19,1
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,1603.090909090909,1641.7,0.1677589257484182,0.2111477560927377,1624.0,0.1985197547437915,4.0,3.0,29,10,19,10,19,0
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1606.2727272727273,1632.8181818181818,0.2097951448270775,0.2040244433315973,1592.6666666666667,0.1697055602279989,3.0,4.0,32,14,18,14,19,0
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1576.909090909091,1567.090909090909,0.1817961736227551,0.1757451322370485,1545.5,0.1515452301622671,3.0,4.0,22,9,13,16,17,1
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,1620.909090909091,1632.8181818181818,0.1756052509604496,0.2040244433315973,1592.6666666666667,0.1697055602279989,4.0,3.0,34,23,11,23,11,0
Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,1604.2727272727273,1578.2,0.2029643292011875,0.1761557284604577,1557.0,0.1203218605966403,3.0,4.0,23,9,14,14,16,1
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,1627.5,1570.8181818181818,0.2329275762112311,0.1596390327119636,1533.8333333333333,0.1303403343717316,3.0,3.0,21,6,14,11,19,0
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,1576.2727272727273,1593.909090909091,0.1631267144225138,0.1811639292957238,1589.1666666666667,0.1568473026940284,0.0,3.0,9,2,7,13,16,1
Kings XI Punjab,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,1572.7272727272727,1586.0,0.1667564660122004,0.1713664461164071,1535.8,0.1345143913339674,3.0,2.0,22,13,9,17,16,0
Pune Warriors,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1636.4,1541.2727272727273,0.186548575135673,0.1639333574272649,1512.2,0.1052831057546883,0.0,3.0,5,1,4,2,7,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1586.7272727272727,1611.4545454545455,0.1751012535324215,0.2150356080719666,1614.8333333333333,0.1867957835202594,1.0,4.0,11,6,5,19,16,1
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,1582.4545454545455,1654.625,0.1692634477708381,0.2085349599846663,1647.5,0.1908128377693632,3.0,3.0,29,14,15,14,15,0
Delhi Capitals,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1636.3,1567.090909090909,0.1829568435550093,0.1757451322370485,1545.5,0.1515452301622671,3.0,3.0,21,8,13,15,18,0
Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadium,1634.6363636363635,1631.4545454545455,0.2040070091583881,0.1963793450481105,1600.8,0.1747037582381222,3.0,3.0,37,17,20,17,20,1
Delhi Capitals,Chennai Super Kings,MA Chidambaram Stadium,1632.7777777777778,1573.2727272727273,0.2173003353170671,0.1556506119360882,1545.5,0.1515452301622671,2.0,4.0,18,6,12,11,19,0
Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,1632.7777777777778,1618.8181818181818,0.2173003353170671,0.167828182954892,1560.0,0.1343929258357072,3.0,4.0,29,10,19,10,19,1
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,1585.7272727272727,1619.909090909091,0.1687443872916579,0.1658836337183592,1580.75,0.1314695864543439,4.0,2.0,21,13,8,18,15,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1622.1818181818182,1601.0,0.1791192850913341,0.1831771577889142,1591.0,0.1386219685298066,3.0,3.0,32,14,18,14,19,1
Sunrisers Hyderabad,Pune Warriors,Rajiv Gandhi International Stadium,1580.1818181818182,1510.0,0.1492396793184484,0.1600024221628253,1537.8,0.1319874593542666,0.0,0.0,2,2,0,6,4,1
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,1561.909090909091,1585.7272727272727,0.1570303076401713,0.1687443872916579,1533.4,0.1249080874797528,1.0,2.0,18,7,11,14,15,0
Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,1616.7272727272727,1602.909090909091,0.1850643614671411,0.1993584902595638,1622.6,0.1787349791303429,3.0,2.0,37,17,20,17,20,0
Pune Warriors,Kings XI Punjab,Maharashtra Cricket Association Stadium,1510.5454545454545,1584.6666666666667,0.1555268633641366,0.1904644481197789,1566.25,0.1385580128641587,0.0,3.0,6,3,3,5,5,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1623.5454545454545,1574.6363636363635,0.1811337879426754,0.1553479240965658,1560.8,0.1127999216778401,1.0,3.0,22,12,10,19,16,1
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,1590.6363636363635,1622.3636363636365,0.182127356300199,0.1668815781461315,1580.75,0.1314695864543439,2.0,5.0,28,14,14,14,14,1
Mumbai Indians,Delhi Capitals,Wankhede Stadium,1642.4,1552.7272727272727,0.1873963741242072,0.1674753898551488,1496.4,0.1256046854928316,2.0,1.0,22,11,11,19,16,1
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1590.3636363636365,1634.3,0.1508180333754274,0.2161685552416608,1621.0,0.2131765981776605,2.0,2.0,22,10,12,16,19,1
Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association Stadium,1580.909090909091,1601.375,0.1701654282763147,0.2219543495512522,1597.5,0.1920785101320523,3.0,2.0,23,9,14,14,16,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1608.7272727272727,1637.111111111111,0.1698099555309558,0.2193395997067929,1621.0,0.2131765981776605,3.0,4.0,32,14,18,14,20,1
Pune Warriors,Rajasthan Royals,Maharashtra Cricket Association Stadium,1579.3636363636365,1521.888888888889,0.1668119432367798,0.1729859087330755,1566.0,0.1425108996194252,0.0,3.0,5,1,4,1,4,1
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,1557.2727272727273,1588.7272727272727,0.1803133347474784,0.1661188546343452,1560.8,0.1127999216778401,0.0,2.0,12,4,8,18,17,0
Mumbai Indians,Pune Warriors,Wankhede Stadium,1637.5,1518.909090909091,0.1885754766771888,0.1565448861046771,1545.8333333333333,0.1225273611719116,3.0,1.0,6,5,1,7,5,1
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,1609.6363636363635,1629.909090909091,0.202724040457077,0.2162557149438192,1622.6,0.1787349791303429,3.0,3.0,30,20,10,21,11,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1620.888888888889,1592.8181818181818,0.1888018784113033,0.1640851917090065,1543.6,0.1222543342314654,3.0,3.0,28,19,9,26,11,1
Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,1580.909090909091,1607.1818181818182,0.1701654282763147,0.197937475014424,1599.5,0.1688185349282144,2.0,2.0,21,12,9,16,12,1
Chennai Super Kings,Pune Warriors,MA Chidambaram Stadium,1520.8,1600.4545454545455,0.1690138768793953,0.1996273972862835,1587.2,0.1465414293372595,3.0,1.0,6,4,2,4,2,0
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,1557.0,1616.909090909091,0.187874777776644,0.2199047988917898,1638.4,0.208717770926866,3.0,0.0,21,14,6,19,11,1
Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association Stadium,1590.909090909091,1602.7272727272727,0.1724352238609088,0.1714523508307096,1557.8,0.118410071005118,2.0,3.0,27,9,18,12,21,1
Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,1620.909090909091,1525.8181818181818,0.1694979735723218,0.16458168514992,1558.5,0.1372614927548569,2.0,3.0,2,0,2,4,6,0
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,1595.1,1635.5454545454545,0.1852760467815611,0.185217483439667,1591.0,0.1386219685298066,3.0,3.0,29,14,15,14,15,1
Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,1622.3,1546.909090909091,0.2184168192235324,0.1696128598522028,1510.4,0.1510505604414743,0.0,2.0,18,6,12,11,19,0
Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,1566.1818181818182,1615.6363636363635,0.1691372545432904,0.161469910130082,1593.8,0.1165007147578315,3.0,2.0,16,11,5,19,14,1
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,1606.8181818181818,1624.0,0.1687201206042161,0.210783052993137,1622.6,0.1787349791303429,2.0,3.0,29,10,19,10,19,0
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,1599.090909090909,1630.0,0.1838832220072454,0.2176458712249763,1645.6,0.1976277667164864,3.0,4.0,29,15,12,15,14,1
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1630.8,1589.6666666666667,0.2119042861956792,0.2043633115403121,1546.6666666666667,0.2019375067550922,0.0,3.0,22,11,11,16,19,1
Kings XI Punjab,Pune Warriors,Punjab Cricket Association Stadium,1523.1,1602.5555555555557,0.1740637316524425,0.1847932119551998,1592.75,0.1486434072076238,2.0,2.0,6,3,3,5,5,1
Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,1596.4545454545455,1623.3,0.1836866501106321,0.2206811470264278,1618.0,0.1898073762406331,4.0,3.0,29,16,13,16,13,1
Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,1630.0,1562.8181818181818,0.2176458712249763,0.1725152748353946,1568.8,0.1439680979308241,4.0,2.0,5,5,0,7,2,1
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1553.1818181818182,1584.1818181818182,0.1858474672038014,0.1728369699824974,1579.8333333333333,0.1392492264513277,1.0,2.0,22,9,13,16,17,0
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1615.4545454545455,1646.3636363636365,0.1809466170111733,0.2110257553718056,1600.8,0.1747037582381222,1.0,3.0,34,11,23,11,23,0
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,1608.909090909091,1623.3,0.1615202166224992,0.2206811470264278,1618.0,0.1898073762406331,4.0,3.0,21,15,6,21,10,1
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1577.6363636363635,1609.5,0.1692144322357597,0.1808105794590618,1582.3333333333333,0.1350971338631716,1.0,3.0,27,18,9,21,12,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,1634.4,1619.2727272727273,0.2032743127602899,0.2030020309353083,1630.1666666666667,0.1746995278192943,3.0,4.0,32,18,14,19,14,1
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,1599.0,1611.375,0.1610518782070534,0.2004862412403895,1595.0,0.1556475452350987,2.0,3.0,20,9,11,16,13,1
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,1652.3,1635.7,0.2225074146159508,0.1849210315145157,1576.25,0.1461601902397315,4.0,2.0,29,19,10,19,10,1
Delhi Capitals,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,1566.1818181818182,1526.909090909091,0.189411851897809,0.171633340714815,1541.5,0.1329452643171311,1.0,1.0,6,3,2,5,4,1
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,1617.3636363636365,1600.2727272727273,0.2045557641350354,0.1859164084305679,1580.6,0.1676425905316771,3.0,3.0,29,12,15,14,15,1
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1640.3,1582.5454545454545,0.2112863086226829,0.1778032404252942,1559.3333333333333,0.1478783943186555,3.0,3.0,26,14,12,17,15,1
Pune Warriors,Chennai Super Kings,Maharashtra Cricket Association Stadium,1645.3636363636365,1540.5454545454545,0.2090291141264714,0.1720046435721257,1566.5,0.1336259862222007,1.0,5.0,6,2,4,2,4,0
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,1638.090909090909,1603.1,0.2058636942992071,0.1647732100622956,1554.5,0.1153837387088654,2.0,3.0,23,10,13,14,19,1
Delhi Capitals,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,1601.7272727272727,1576.0,0.1677657029925072,0.1980367866711583,1525.4,0.1741212900427097,2.0,1.0,21,8,13,15,18,1
Chennai Super Kings,Kings XI Punjab,MA Chidambaram Stadium,1645.8,1578.5454545454545,0.2164874864702003,0.1617019433982962,1562.8333333333333,0.1432619609247909,5.0,2.0,23,14,9,16,14,1
Pune Warriors,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,1644.111111111111,1530.8181818181818,0.2164173487686305,0.1673465626259272,1566.5,0.1336259862222007,0.0,3.0,5,0,5,2,7,0
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,1588.4545454545455,1598.2222222222222,0.1722092249251721,0.19065217813308,1552.0,0.1412959166396304,1.0,3.0,28,14,14,14,14,1
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,1559.6363636363635,1604.2727272727273,0.172827932595895,0.1690799416492932,1569.0,0.1374609131750249,3.0,3.0,12,8,4,17,18,1
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1636.4545454545455,1619.3636363636365,0.1958361137442871,0.2067811111505036,1622.6,0.1787349791303429,3.0,5.0,37,20,17,20,17,1
Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,1520.6,1609.9,0.1586630101194368,0.1967868979165776,1599.5,0.1688185349282144,2.0,0.0,5,4,1,4,1,1
Kings XI Punjab,Royal Challengers Bangalore,Punjab Cricket Association Stadium,1634.5555555555557,1571.8181818181818,0.2148991519975447,0.1530154016202909,1557.6,0.1528039611981377,2.0,3.0,26,14,12,17,16,1
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,1544.8181818181818,1619.0,0.1871014929925016,0.1890600226492234,1595.0,0.1556475452350987,3.0,3.0,18,11,7,15,14,1
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,1646.3636363636365,1611.090909090909,0.2034787481137017,0.1662627293142679,1553.25,0.1178658526994324,4.0,2.0,34,23,11,23,11,1
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,1623.3,1608.9,0.2206811470264278,0.1736040798487594,1569.0,0.1374609131750249,3.0,4.0,21,6,15,10,21,0
Kings XI Punjab,Rajasthan Royals,Punjab Cricket Association Stadium,1592.090909090909,1612.7777777777778,0.1790656187351934,0.2126571828665083,1607.0,0.1695560698995314,2.0,4.0,21,9,12,12,16,0
Pune Warriors,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1629.909090909091,1531.6363636363635,0.1689500540459091,0.1363431926872583,1539.8,0.1132393994838713,0.0,2.0,5,1,4,2,7,0
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,1625.3,1558.2727272727273,0.206249510593503,0.1845580643680543,1515.8333333333333,0.1622948257296442,2.0,2.0,21,6,14,11,19,0
Pune Warriors,Mumbai Indians,Maharashtra Cricket Association Stadium,1535.5454545454545,1648.090909090909,0.172129423086245,0.2032504802780524,1600.8,0.1747037582381222,0.0,4.0,6,1,5,5,7,0
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association Stadium,1606.090909090909,1584.6363636363635,0.1678148146192774,0.1835813154992877,1586.8,0.1631228445456196,1.0,2.0,16,5,11,14,19,0
Kolkata Knight Riders,Royal Challengers Bangalore,JSCA International Stadium Complex,1618.7272727272727,1614.8,0.192837846714724,0.1796519424476479,1576.75,0.1256484800910661,2.0,2.0,32,18,14,20,14,1
Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,1623.3,1603.7,0.2206811470264278,0.1859766798582826,1599.5,0.1688185349282144,4.0,4.0,29,13,16,13,16,1
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,1607.1,1638.090909090909,0.1739312787200941,0.2058636942992071,1600.8,0.1747037582381222,4.0,3.0,23,13,10,19,14,1
Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,1618.7,1561.6363636363635,0.2158623551590819,0.1973021052636746,1519.6,0.1661856557835321,3.0,2.0,18,12,6,19,11,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1641.5,1600.111111111111,0.2158854538668584,0.201460976052041,1600.3333333333333,0.2080471846688717,2.0,1.0,26,12,14,16,17,0
Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,1572.7272727272727,1601.2727272727273,0.1732092336325463,0.1693355848804267,1554.6,0.1137531859144958,3.0,0.0,5,4,1,7,2,0
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,1630.2727272727273,1597.1818181818182,0.1889533795135927,0.174421554371567,1588.6,0.1496823576270577,4.0,4.0,29,15,14,15,14,1
Kings XI Punjab,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,1600.111111111111,1565.3636363636365,0.2028043863578805,0.1911800476853,1516.8333333333333,0.1592795362559261,2.0,1.0,22,13,9,17,16,1
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,1606.090909090909,1607.5454545454545,0.1678148146192774,0.1798595181121749,1583.6,0.1493816592474674,3.0,4.0,20,11,9,13,16,1
Kings XI Punjab,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,1591.0,1628.5454545454545,0.1875753306774283,0.185561979099355,1574.25,0.135708949305586,3.0,5.0,26,12,14,15,17,1
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1637.7777777777778,1624.909090909091,0.2382984976324372,0.2128415328139509,1622.6,0.1787349791303429,2.0,3.0,30,10,20,11,21,1
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,1623.7272727272727,1594.2727272727273,0.1632180940291694,0.1755086879676679,1570.8,0.1319531630049114,3.0,3.0,28,9,19,11,26,1
Pune Warriors,Delhi Capitals,Maharashtra Cricket Association Stadium,1551.090909090909,1550.5454545454545,0.177232837296247,0.1840269564854532,1501.6666666666667,0.1613211279448755,1.0,0.0,6,2,3,4,5,1
Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,1630.3333333333333,1633.090909090909,0.222868494805724,0.1997850405864563,1574.4,0.1490933935972287,2.0,4.0,37,17,20,17,20,1
Rajasthan Royals,Sunrisers Hyderabad,Arun Jaitley Stadium,1606.090909090909,1598.3636363636365,0.1678148146192774,0.175718586091387,1588.6,0.1496823576270577,3.0,3.0,20,9,11,16,13,1
Mumbai Indians,Rajasthan Royals,Eden Gardens,1598.3636363636365,1628.0,0.175718586091387,0.189977222106677,1574.4,0.1490933935972287,3.0,3.0,29,15,14,15,14,1
Chennai Super Kings,Mumbai Indians,Eden Gardens,1628.0,1624.0,0.189977222106677,0.210783052993137,1622.6,0.1787349791303429,3.0,3.0,37,17,20,17,20,0
Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,1636.2727272727273,1629.2727272727273,0.1950464243203405,0.1834096756124383,1591.4,0.1415168140158212,3.0,2.0,34,23,11,23,11,0
Delhi Capitals,Royal Challengers Bangalore,Sharjah Cricket Stadium,1558.909090909091,1616.7777777777778,0.1704776304001275,0.1911892320422362,1609.25,0.1275457715431552,0.0,2.0,21,6,14,11,19,0
Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,1620.7,1622.1,0.2135142500810201,0.1823889672686186,1591.5,0.136597537899836,2.0,3.0,23,14,9,16,14,0
Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,1599.1818181818182,1583.5454545454545,0.203008732253366,0.1835476316071394,1551.25,0.153068052739335,3.0,2.0,20,11,9,13,16,0
Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,1635.2727272727273,1626.6,0.200973794958906,0.1968276033059683,1630.4,0.1515512061704357,3.0,2.0,32,14,18,14,19,1
Kolkata Knight Riders,Delhi Capitals,Dubai International Cricket Stadium,1636.2727272727273,1597.909090909091,0.1950464243203405,0.1711843514266058,1539.1666666666667,0.1398672905549782,3.0,0.0,21,13,8,18,15,0
Rajasthan Royals,Kings XI Punjab,Sharjah Cricket Stadium,1590.0,1638.3,0.1844072561387779,0.1865452174188262,1621.5,0.1409380186600537,2.0,4.0,21,12,9,16,12,0
Chennai Super Kings,Delhi Capitals,Sheikh Zayed Stadium,1622.1818181818182,1583.5,0.195545414784243,0.1598841359011698,1539.1666666666667,0.1398672905549782,2.0,1.0,18,12,6,19,11,1
Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,1613.0,1583.6363636363635,0.1819748034824977,0.2012610415852689,1537.0,0.1945870716052735,5.0,2.0,16,5,11,14,19,1
Rajasthan Royals,Chennai Super Kings,Dubai International Cricket Stadium,1622.1818181818182,1590.7272727272727,0.195545414784243,0.1797221285506776,1569.0,0.1554320202013409,2.0,2.0,29,13,16,13,16,0
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,1638.1818181818182,1620.5454545454545,0.2016641197001835,0.2108767853206073,1620.6,0.1721644604807805,3.0,2.0,32,14,18,14,20,0
Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,1629.2727272727273,1638.8,0.1834096756124383,0.2067794421751989,1611.6,0.1980844567176128,3.0,2.0,37,17,20,17,20,1
Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,1585.2222222222222,1600.8181818181818,0.1977010508922928,0.1805922090964299,1584.0,0.1690445840753106,2.0,1.0,12,8,4,17,18,1
Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,1593.5454545454545,1593.6,0.2045597897265775,0.1741272633088926,1568.0,0.1441121225902144,2.0,3.0,29,12,15,14,15,1
Kolkata Knight Riders,Kings XI Punjab,Sheikh Zayed Stadium,1618.5454545454545,1620.090909090909,0.1771433410635989,0.199575692731016,1604.6,0.1847857094645218,2.0,5.0,27,18,9,21,12,0
Delhi Capitals,Mumbai Indians,Sharjah Cricket Stadium,1629.2727272727273,1591.0,0.1834096756124383,0.1790081690906531,1566.0,0.1661405107313866,1.0,2.0,22,11,11,16,19,1
